feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
PF18695	treatment_group	ApcMUT_HpWT	-0.355834335925811	0.677514823429441	9	7	0.615659677934747	0.759403454683689
PF17387	treatment_group	ApcMUT_HpWT	-0.375479754594134	0.715448374138077	9	7	0.615915562486067	0.759478319372305
PF13320	treatment_group	ApcMUT_HpWT	0.298125514179472	0.57086026824208	9	9	0.617618132702297	0.761434261568167
PF13108	treatment_group	ApcMUT_HpWT	0.436169309342835	0.835546404402773	9	4	0.617764958724276	0.761471819531298
PF07726	treatment_group	ApcMUT_HpWT	0.18003856574636	0.345017405779952	9	9	0.617892037864411	0.761485027454746
PF05525	treatment_group	ApcMUT_HpWT	0.61423469742918	1.17930142683227	9	8	0.618538893734887	0.761851782533616
PF11958	treatment_group	ApcMUT_HpWT	-0.472355583547458	0.906838439102264	9	9	0.618515407229301	0.761851782533616
PF16871	treatment_group	ApcMUT_HpWT	-0.472355583547458	0.906838439102264	9	9	0.618515407229301	0.761851782533616
PF10688	treatment_group	ApcMUT_HpWT	-0.22848597963282	0.439389392486281	9	2	0.61909341477169	0.762391288345115
PF09826	treatment_group	ApcMUT_HpWT	0.460862256221812	0.886629912963163	9	7	0.619236970145296	0.762424596920191
PF01464	treatment_group	ApcMUT_HpWT	0.226930626602052	0.437264658198761	9	9	0.619775269120109	0.76280033122475
PF02260	treatment_group	ApcMUT_HpWT	0.170071082134007	0.327678453999779	9	9	0.619748484961533	0.76280033122475
PF08306	treatment_group	ApcMUT_HpWT	-0.373930522792648	0.721696682176653	9	5	0.620338658947123	0.763045900154853
PF08307	treatment_group	ApcMUT_HpWT	-0.373930522792648	0.721696682176653	9	5	0.620338658947123	0.763045900154853
PF13380	treatment_group	ApcMUT_HpWT	-0.261939026504463	0.505774999302151	9	9	0.620491432568692	0.763045900154853
PF15786	treatment_group	ApcMUT_HpWT	0.230844779050103	0.44584131155961	9	3	0.620572875008774	0.763045900154853
PF16366	treatment_group	ApcMUT_HpWT	-0.226516098401391	0.437908389613294	9	2	0.620907612824663	0.763045900154853
PF16367	treatment_group	ApcMUT_HpWT	-0.226516098401391	0.437908389613294	9	2	0.620907612824663	0.763045900154853
PF16368	treatment_group	ApcMUT_HpWT	-0.226516098401391	0.437908389613294	9	2	0.620907612824663	0.763045900154853
PF18368	treatment_group	ApcMUT_HpWT	-0.282141359242571	0.545321805162396	9	3	0.620830188037021	0.763045900154853
PF15425	treatment_group	ApcMUT_HpWT	-0.487011712158081	0.941952525777284	9	9	0.621069723246977	0.763101815420243
PF03464	treatment_group	ApcMUT_HpWT	0.251702157286448	0.48744867206667	9	8	0.62150535430412	0.763207175561299
PF03465	treatment_group	ApcMUT_HpWT	0.251702157286448	0.48744867206667	9	8	0.62150535430412	0.763207175561299
PF12245	treatment_group	ApcMUT_HpWT	-0.225993677967385	0.437515928495044	9	2	0.621391524201827	0.763207175561299
PF03458	treatment_group	ApcMUT_HpWT	-0.207161859448556	0.401673442235442	9	9	0.621916192107972	0.763428179078727
PF04355	treatment_group	ApcMUT_HpWT	0.38583364759051	0.748111847090771	9	6	0.621918646495828	0.763428179078727
