"taxon","lfc_(Intercept)","lfc_treatment_groupApcMUT_HpWT","se_(Intercept)","se_treatment_groupApcMUT_HpWT","W_(Intercept)","W_treatment_groupApcMUT_HpWT","p_(Intercept)","p_treatment_groupApcMUT_HpWT","q_(Intercept)","q_treatment_groupApcMUT_HpWT","diff_(Intercept)","diff_treatment_groupApcMUT_HpWT","passed_ss_(Intercept)","passed_ss_treatment_groupApcMUT_HpWT","diff_robust_(Intercept)","diff_robust_treatment_groupApcMUT_HpWT","Root","Domain","Phylum","Class","Order","Family","Genus","Species","prevalence"
"OTU_286",-0.249077138753675,0.356056152943366,0.272971678374407,0.481851941768894,-0.912465132782171,0.738932692968451,0.403374384332738,0.493154011700627,0.666195230394033,0.802686848831871,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes sp002362235",0.678571428571429
"OTU_291",-0.285017796371595,0.609383000096507,0.212433973161531,0.37961119983815,-1.34167709679314,1.6052819315034,0.221590225691951,0.15246678042784,0.48433292186955,0.51171687786928,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes sp003979135",1
"OTU_287",-0.000201877530617309,0.0605585719753256,0.0294988730580148,0.453963382812913,-0.00684356755664125,0.133399684353579,0.994804320613725,0.899080102772646,0.994804320613725,0.989338961978145,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes sp009774895",0.857142857142857
"OTU_285",-0.848082787131206,1.33705842181134,0.146020272533721,0.35079013561592,-5.80797975798431,3.8115622021803,0.00114323707617189,0.00884742098982111,0.0134550209734076,0.193379344491804,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes sp910575495",0.964285714285714
"OTU_91",0.0380056837368004,0.0279407359013961,0.134846124114499,0.247659110626582,0.28184483600381,0.112819333925191,0.786212907098904,0.913341075756288,0.922446125498385,0.989338961978145,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",NA,0.964285714285714
"OTU_544",-1.10243093271056,2.49803913128579,0.437888449490512,0.516241238490867,-2.5176067877407,4.83889884230933,0.0655236627113982,0.00840679410777989,0.212317003245318,0.193379344491804,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",NA,0.25
"OTU_12",0.0163307123067022,0.0669556844755731,0.207673009803921,0.424171270722757,0.0786366621359278,0.157850587951149,0.939522337973078,0.879031528548978,0.975505160844892,0.9889104696176,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA,0.892857142857143
"OTU_297",-1.32485992993225,2.09990185029302,0.298019602620014,0.453389545333061,-4.44554626032939,4.63156213439026,0.0043498732835578,0.00357185461802816,0.0369739229102413,0.193379344491804,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Root","Bacteria","Chrysiogenota","Deferribacteres","Deferribacterales","Mucispirillaceae","Mucispirillum","Mucispirillum schaedleri",0.964285714285714
"OTU_295",-0.368105719775701,0.758941262223898,0.322730971874705,0.474630023065751,-1.14059619886315,1.59901655045273,0.291554405396883,0.153849518836516,0.557597800321539,0.51171687786928,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio sp009773975",1
"OTU_37",0.152202079947872,-0.26339736551518,0.285907872774229,0.452776632532328,0.532346585881043,-0.581737984228623,0.613613375655371,0.581924636387877,0.85861029123944,0.864412323954807,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae",NA,NA,0.964285714285714
"OTU_2",0.062307436419366,-0.0158024189272221,0.105097685166803,0.266841683055511,0.592852604893022,-0.0592202040785913,0.571927051768285,0.954431892662457,0.833379418290929,0.989338961978145,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria",NA,NA,NA,NA,NA,NA,1
"OTU_86",-0.0146027470365489,0.122635911293425,0.225624763242183,0.374255586767714,-0.0647213844203551,0.327679574144982,0.950205366685111,0.752736388664368,0.975505160844892,0.944005471029904,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Patescibacteriota","Saccharimonadia","Saccharimonadales","Nanosyncoccaceae","Nanosyncoccus",NA,1
"OTU_9",0.396295499263688,-0.616980932047001,0.46468244748249,0.554281875489065,0.852830791028794,-1.11311763802959,0.421971629460856,0.302415982936531,0.672517284453239,0.729111500673728,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,1
"OTU_249",0.0417705448933946,0.0211639858195271,0.219660257559007,0.354945538978142,0.190159773814222,0.0596260087687153,0.854580972472422,0.954120059677025,0.925659429688493,0.989338961978145,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus marinus",0.964285714285714
"OTU_4",0.223275770710465,-0.305545420651201,0.428307191735601,0.560138245217909,0.521298206097591,-0.545482161340965,0.618240016610258,0.602362108496135,0.85861029123944,0.870088030414,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Root","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA,1
