"feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero"
"PF03793","treatment_group","ApcMUT_HpWT",0.160559836754591,0.353349729942985,0.663300593031295,"treatment_groupApcMUT_HpWT",0.79295562309039,9,9
"PF12706","treatment_group","ApcMUT_HpWT",0.14625019102025,0.322956755756217,0.664360691422793,"treatment_groupApcMUT_HpWT",0.794077874825709,9,9
"PF01037","treatment_group","ApcMUT_HpWT",0.114935857669425,0.254088067395213,0.664704458495573,"treatment_groupApcMUT_HpWT",0.794343677208735,9,9
"PF18120","treatment_group","ApcMUT_HpWT",-0.377103977712646,0.834013264235664,0.664835307510089,"treatment_groupApcMUT_HpWT",0.794354984908896,9,9
"PF02735","treatment_group","ApcMUT_HpWT",0.279677791151386,0.619421990611791,0.665275737449729,"treatment_groupApcMUT_HpWT",0.794736112791353,9,9
"PF01881","treatment_group","ApcMUT_HpWT",0.452645628307395,1.00317607793294,0.665482790128524,"treatment_groupApcMUT_HpWT",0.794838360759456,9,6
"PF07814","treatment_group","ApcMUT_HpWT",-0.182930469333228,0.405644640304849,0.665654556686855,"treatment_groupApcMUT_HpWT",0.794892435872593,9,2
"PF17652","treatment_group","ApcMUT_HpWT",-0.447744422092629,0.993237757375862,0.665771002600502,"treatment_groupApcMUT_HpWT",0.794892435872593,9,7
"PF13619","treatment_group","ApcMUT_HpWT",-0.43295848517368,0.960893673026627,0.665917839906432,"treatment_groupApcMUT_HpWT",0.794922718779222,9,9
"PF16959","treatment_group","ApcMUT_HpWT",-0.182081518656553,0.405026621568446,0.666621639894862,"treatment_groupApcMUT_HpWT",0.795298154039836,9,2
"PF14977","treatment_group","ApcMUT_HpWT",-0.181958056633039,0.404936779535697,0.666762611771194,"treatment_groupApcMUT_HpWT",0.795298154039836,9,2
"PF06537","treatment_group","ApcMUT_HpWT",-0.241994715108266,0.538717924539944,0.666861864373355,"treatment_groupApcMUT_HpWT",0.795298154039836,9,9
"PF15441","treatment_group","ApcMUT_HpWT",0.204553604990267,0.45548487410367,0.666940957011875,"treatment_groupApcMUT_HpWT",0.795298154039836,9,8
"PF11495","treatment_group","ApcMUT_HpWT",0.426989454106963,0.950862640542101,0.666964987799919,"treatment_groupApcMUT_HpWT",0.795298154039836,9,9
"PF01635","treatment_group","ApcMUT_HpWT",-0.368910991314987,0.821812519506888,0.667071943555754,"treatment_groupApcMUT_HpWT",0.795298154039836,9,5
"PF00120","treatment_group","ApcMUT_HpWT",0.098998488607828,0.220544064670109,0.667083063497044,"treatment_groupApcMUT_HpWT",0.795298154039836,9,9
"PF14798","treatment_group","ApcMUT_HpWT",-0.206333969471486,0.460431254578403,0.667599401938479,"treatment_groupApcMUT_HpWT",0.795642540591882,9,4
"PF08311","treatment_group","ApcMUT_HpWT",-0.362657556942192,0.809306288072518,0.667615096330994,"treatment_groupApcMUT_HpWT",0.795642540591882,9,4
"PF01058","treatment_group","ApcMUT_HpWT",-0.195576249584625,0.436992390341438,0.667999156685687,"treatment_groupApcMUT_HpWT",0.79595046887817,9,9
